,demand_el,pv
254,0.8949023332,0.053618382543749
255,0.8907954516,0.017069514286656
256,0.9073769861,0
257,0.9530788778,0
258,0.9433122,0
259,0.912305244,0
260,0.8613927462,0
261,0.8372006468,0
262,0.8238917837,0
263,0.7699504607,0
264,0.7315511178,0
265,0.7050232295,0
266,0.6871454606,0
267,0.6810621423,0
268,0.6865165944,0
269,0.7074873585,0
270,0.7793577864,0
271,0.8695295054,0
272,0.8987525347,0
273,0.8949665032,0.022540126371208
274,0.9026412382,0.055280332101938
275,0.9120742319,0.076374830059371
276,0.904720347,0.083659637107617
277,0.8985856927,0.053283263744079
278,0.8890243589,0.027559932010986
279,0.8810416078,0.008256228958052
280,0.8896788932,0
281,0.9312739033,0
282,0.9257937832,0
283,0.9013450037,0
284,0.85566878,0
285,0.8296285839,0
286,0.8171667651,0
287,0.7646115147,0
288,0.721707436,0
289,0.7016222182,0
290,0.6879155009,0
291,0.6815626684,0
292,0.6900331117,0
293,0.7103108396,0
294,0.7821042635,0
295,0.87114659,0
296,0.9006776355,0
297,0.8985856927,0.007959001912368
298,0.9070304679,0.017587623026552
299,0.9086860546,0.022295843501828
300,0.9003567853,0.019466149310472
301,0.8820426602,0.009821545799382
302,0.863484689,0.004358300055481
303,0.8529094689,0.000879929503443
304,0.8683359429,0
305,0.9257424472,0
306,0.9221104238,0
307,0.8860853718,0
308,0.8309248184,0
309,0.8108010986,0
310,0.8136245797,0
311,0.7811160451,0
312,0.7513539875,0
313,0.7287148027,0
314,0.7125824585,0
315,0.6944736775,0
316,0.6793552196,0
317,0.657306399,0
318,0.631407377,0
319,0.6645319438,0
320,0.7073846865,0
321,0.7425498601,0.000347971350832
322,0.765381555,0.001333650326121
323,0.7760979491,0.002447701940612
324,0.76802536,0.005258269913702
325,0.74229318,0.005526756806078
326,0.7202058574,0.002986381519204
327,0.713801689,0.002647221257645
328,0.7295875151,0
329,0.8054364845,0
330,0.8150876563,0
331,0.7846838985,0
332,0.739713545,0
333,0.7263661798,0
334,0.7455273493,0
335,0.7171770323,0
336,0.6858492261,0
337,0.6590646577,0
338,0.6425601273,0
339,0.6290330861,0
340,0.6173413075,0
341,0.5908519213,0
342,0.5450601915,0
343,0.5559562617,0
344,0.5982699761,0
345,0.6475397212,0.069454797248154
346,0.6847583357,0.108748612378191
347,0.7187042789,0.196279873703477
348,0.7055622578,0.184197774311023
349,0.6774301188,0.080954297291077
350,0.6574604071,0.044616606137642
351,0.64942632,0.022071749572382
352,0.6683436433,0
353,0.7502759311,0
354,0.7789984343,0
355,0.7665879514,0
356,0.7406632614,0
357,0.7411637876,0
358,0.7665366154,0
359,0.7377242742,0
360,0.7117995842,0
361,0.6955774019,0
362,0.6785595113,0
363,0.6658538464,0
364,0.6682281373,0
365,0.7057804358,0
366,0.7877768937,0
367,0.8853923355,0
368,0.9084165405,0
369,0.9058112375,0.002870133372127
370,0.9093405888,0.015535672343087
371,0.9107394954,0.015126062555631
372,0.9065299417,0.024500926180123
373,0.9008701455,0.02442824028927
374,0.8902179214,0.032519964242211
375,0.8793603532,0.024876311307841
376,0.876228856,0
377,0.938037424,0
378,0.9434918761,0
379,0.9165404656,0
380,0.8744705973,0
381,0.84541441,0
382,0.835006032,0
383,0.7887907801,0
384,0.752586052,0
385,0.7332837085,0
386,0.7172027003,0
387,0.7084242409,0
388,0.7106060217,0
389,0.7339895788,0
390,0.804165918,0
391,0.8965964219,0
392,0.9208398573,0
393,0.9218665777,0.032698709987429
394,0.930529531,0.0526206057162
395,0.9402320388,0.076252128136054
396,0.9361764932,0.110746739440615
397,0.9287199363,0.052905925385971
398,0.9231243102,0.029456419005573
399,0.920121153,0.011760015997678
400,0.9206601812,0
401,0.9575579455,0
402,0.9502297287,0
403,0.9210066994,0
404,0.8702353757,0
405,0.8447855438,0
406,0.8243794759,0
407,0.7694114325,0
408,0.7284837907,0
409,0.7048692215,0
410,0.6890577274,0
411,0.6870684566,0
412,0.7021740804,0
413,0.7304473934,0
414,0.8045124362,0
415,0.8896788932,0
416,0.9115865397,0
417,0.9069662979,0.192149612972822
418,0.9176698581,0.454541531152939
419,0.9309273852,0.567768309770958
420,0.9192741087,0.575621314935542
421,0.912253908,0.501083741354326
422,0.9034497805,0.376098547500596
423,0.8962114017,0.226109432863341
424,0.8938499448,0.002226440879599
425,0.9368823635,0
426,0.9387432942,0
427,0.9089555687,0
428,0.8586077671,0
429,0.8349033599,0
430,0.8173849431,0
431,0.7674606638,0
432,0.7247490952,0
433,0.7068841603,0
434,0.6951795477,0
435,0.6914833543,0
436,0.6991195873,0
437,0.7194614852,0
438,0.7885341,0
439,0.8784876409,0
440,0.9000102672,0
441,0.8924125363,0.242481976174633
442,0.9004337894,0.44105532667256
443,0.9099309531,0.298587074871734
444,0.9009984856,0.084459895238117
445,0.8959290536,0.058600574019751
446,0.8901794194,0.037044266876668
447,0.8822608383,0.062051271735015
448,0.8818758182,0.00156549279525
449,0.9319412716,0
450,0.9370492056,0
451,0.909687107,0
452,0.8578505608,0
453,0.8266510947,0
454,0.8179496394,0
455,0.7683077081,0
456,0.716483996,0
457,0.6947560256,0
458,0.683000077,0
459,0.6769937627,0
460,0.6834107652,0
461,0.7090274391,0
462,0.7844143844,0
463,0.8755999897,0
464,0.9050283632,0
465,0.8997022511,0.197209433576659
466,0.9135116404,0.317383487934419
467,0.9241638646,0.133460371248479
468,0.9108421674,0.105051085160334
469,0.8913473138,0.11175838793242
470,0.8739444031,0.327306666121077
471,0.8635873611,0.093797042980805
472,0.8701070356,0.006179477749818
473,0.9159115994,0
474,0.9136014785,0
475,0.8772555764,0
476,0.8256115403,0
477,0.8046151082,0
478,0.804153084,0
479,0.7571677918,0
480,0.7143663852,0
481,0.6823968788,0
482,0.6670987448,0
483,0.6596421879,0
484,0.6576785852,0
485,0.6375805334,0
486,0.6220770554,0
487,0.6671372468,0
488,0.7151364255,0
489,0.7503015991,0.263726170762871
490,0.7729536179,0.504641310250503
491,0.7884442619,0.654201178052158
492,0.7760722811,0.706299768219664
493,0.7528555661,0.673228862530171
494,0.734490105,0.548130808618792
495,0.724235735,0.327809227232414
496,0.7351831413,0.029380037191626
497,0.7941425601,0
498,0.801560615,0
499,0.7811802151,0
500,0.7486845145,0
501,0.7383018045,0
502,0.7321671501,0
503,0.7003388177,0
504,0.6629918632,0
505,0.6344747042,0
506,0.6157242229,0
507,0.6036987602,0
508,0.5993095305,0
509,0.5760799815,0
510,0.5351010036,0
511,0.5499371134,0
512,0.5871300598,0
513,0.6361174568,0.010722204990925
514,0.6808567982,0.029715251404941
515,0.7194358171,0.043127702890191
516,0.7102723376,0.051530078704165
517,0.6839369594,0.076670403042847
518,0.6637105675,0.051352251212339
519,0.6552401242,0.023280465321712
520,0.6638260736,0.004791245303347
521,0.7312045997,0
522,0.7640724865,0
523,0.7556277112,0
524,0.7265458559,0
525,0.7266485279,0
526,0.7611078313,0
527,0.734605611,0
528,0.703598655,0
529,0.6904309659,0
530,0.6793680536,0
531,0.6668805667,0
532,0.6668677327,0
533,0.7002489797,0
534,0.7868913473,0
535,0.8746374394,0
536,0.9000616032,0
537,0.8974948022,0.006392080126862
538,0.9057470674,0.019287284864872
539,0.9136528145,0.033960105763743
540,0.9074283221,0.044330993746998
541,0.9043353269,0.046212558167747
542,0.8925280423,0.042218954843467
543,0.881426628,0.022324338395481
544,0.8733412049,0.00343955399283
545,0.9318771016,0
546,0.9476372597,0
547,0.9262173054,0
548,0.8843656151,0
549,0.8564388203,0
550,0.8561179702,0
551,0.8165507328,0
552,0.7848764085,0
553,0.7673323237,0
554,0.7439616007,0
555,0.7266228599,0
556,0.7228368285,0
557,0.7440642727,0
558,0.8124181832,0
559,0.8961857337,0
560,0.9122410739,0
561,0.9048871891,0.007109132847166
562,0.912433584,0.021006036948733
563,0.9170923278,0.032624468434165
564,0.9093534228,0.032509017917041
565,0.9039118047,0.025095055999697
566,0.8941964629,0.018376212894427
567,0.8855976796,0.009031461966679
568,0.8825303524,0.001347906923783
569,0.9416694474,0
570,0.9535024,0
571,0.9351369388,0
572,0.8898714033,0
573,0.8643959034,0
574,0.8601991838,0
575,0.8165892348,0
576,0.7791139403,0
577,0.7545368208,0
578,0.7364793758,0
579,0.7255576375,0
580,0.7271233861,0
581,0.7463102236,0
582,0.8160373726,0
583,0.9044893349,0
584,0.9250109089,0
585,0.9215842296,0.009743620226121
586,0.9319797736,0.022118956791762
587,0.9398726867,0.308139231581221
588,0.9374085577,0.712156801445339
589,0.9282450782,0.597323864981637
590,0.9179778742,0.100583969165293
591,0.9079930183,0.056801322209061
592,0.9064786057,0.010314306091842
593,0.9493698504,0
594,0.9526938576,0
595,0.9260761313,0
596,0.8817218101,0
597,0.8554506019,0
598,0.8469801586,0
599,0.8001232064,0
600,0.7657537411,0
601,0.7421391719,0
602,0.7276495803,0
603,0.7188454529,0
604,0.7208603917,0
605,0.7393541929,0
606,0.8057445006,0
607,0.8901794194,0
608,0.914859211,0
609,0.9152570651,0.155773198948475
610,0.9185554044,0.378027158550259
611,0.9301060089,0.390965897204017
612,0.9259092893,0.33824362370212
613,0.9166816397,0.158536964155147
614,0.9077106702,0.096974196964975
615,0.8979054904,0.045944427365742
616,0.8853666675,0.010676621025631
617,0.9342898945,0
618,0.9471367335,0
619,0.9281552401,0
620,0.8857131857,0
621,0.8598783336,0
622,0.8518699145,0
623,0.8114941349,0
624,0.7802176647,0
625,0.7606971432,0
626,0.7443209528,0
627,0.729292333,0
628,0.7260838317,0
629,0.7425626941,0
630,0.8063862009,0
631,0.8933750866,0
632,0.9131266203,0
633,0.9106753253,0.077187544891176
634,0.9142560127,0.19428738896249
635,0.9206858492,0.274675424230859
636,0.9154495752,0.295343100991839
637,0.896801766,0.241196835263902
638,0.8769988963,0.249134332932938
639,0.8653712878,0.050586427842859
640,0.8599938397,0.009063333458293
641,0.9158345953,0
642,0.932890988,0
643,0.9022562181,0
644,0.8578633949,0
645,0.8339151416,0
646,0.8430786211,0
647,0.8103519084,0
648,0.7832978259,0
649,0.7559613953,0
650,0.729459175,0
651,0.7079237147,0
652,0.690674812,0
653,0.6673040889,0
654,0.6357837727,0
655,0.6708334403,0
656,0.7157524577,0
657,0.7538309505,0.315348861633097
658,0.7745578685,0.562103702938031
659,0.7848892425,0.682309612547766
660,0.7686798942,0.745929976401457
661,0.7444236248,0.747471092324521
662,0.7208475577,0.61531208326473
663,0.7148797454,0.395746345197298
664,0.7187556149,0.100902152910017
665,0.7900741805,0
666,0.8218126749,0
667,0.7921404554,0
668,0.7446418029,0
669,0.7302035473,0
670,0.7534074283,0
671,0.729407839,0
672,0.7052285736,0
673,0.6766472445,0
674,0.6563310147,0
675,0.6375035294,0
676,0.6235657999,0
677,0.595369491,0
678,0.5510408378,0
679,0.5662619677,0
680,0.6043917965,0
681,0.6487589517,0.326841844156624
682,0.6809209682,0.575283967535636
683,0.7104776817,0.734580866588673
684,0.6916630304,0.788817804775774
685,0.6591673298,0.756934126903406
686,0.6372340152,0.626217993535033
687,0.6281988757,0.408255475966771
688,0.6377217074,0.111435788533771
689,0.7084499089,0
690,0.7624168998,0
691,0.7564234195,0
692,0.7301008753,0
693,0.7275212403,0
694,0.7510331374,0
695,0.7256603096,0
696,0.7040735132,0
697,0.6836931133,0
698,0.6708077723,0
699,0.6652121461,0
700,0.6732590672,0
701,0.7033034729,0
702,0.783618676,0
703,0.8735593829,0
704,0.8990733848,0
705,0.8987653687,0.306940019510805
706,0.9010113196,0.543015269615957
707,0.9100721271,0.69585261664892
708,0.9042968249,0.760358162085165
709,0.8976616443,0.732779412041836
710,0.8868297441,0.608497183792861
711,0.8774737545,0.399284485384091
712,0.868528453,0.115008336666757
713,0.9131009523,0
714,0.9388716343,0
715,0.9182473883,0
716,0.8744577633,0
717,0.8464154624,0
718,0.832516235,0
719,0.7823737776,0
720,0.7501604251,0
721,0.7266100259,0
722,0.7122102723,0
723,0.7042916913,0
724,0.7123001104,0
725,0.7329115224,0
726,0.7998023563,0
727,0.8908981237,0
728,0.9086732206,0
729,0.9063887677,0.33333321403782
730,0.9135501425,0.575453818286116
731,0.9199671449,0.728512526141621
732,0.9091095767,0.78165383250412
733,0.9023332221,0.752455665216711
734,0.8886008368,0.628313611332196
735,0.8766267101,0.417871801761142
736,0.8639210452,0.129582685654424
737,0.909751277,0
738,0.9394619985,0
739,0.9176698581,0
740,0.8707102338,0
741,0.8431812932,0
742,0.8286275315,0
743,0.7827972997,0
744,0.7548191689,0
745,0.7349777972,0
746,0.7207577197,0
747,0.7167791781,0
748,0.7197309993,0
749,0.739572371,0
750,0.8062578608,0
751,0.8934777587,0
752,0.9118817218,3.25890464866482E-05
753,0.9076850022,0.200912507550273
754,0.9086475526,0.399364143509818
755,0.9163992916,0.473358841173218
756,0.9090454067,0.507152508795208
757,0.8989963808,0.502548970845168
758,0.8851613234,0.429306094502669
759,0.8724428245,0.299256890792704
760,0.863407685,0.027383733940143
761,0.9096229369,0
762,0.940604225,0
763,0.9169639878,0
764,0.8771144023,0
765,0.8502014939,0
766,0.8441053415,0
767,0.7970943813,0
768,0.7641879925,0
769,0.7441541107,0
770,0.7291254909,0
771,0.7188326189,0
772,0.7188069509,0
773,0.7405990914,0
774,0.8054364845,0
775,0.8904874355,0
776,0.909918119,0.00098900567188
777,0.90732565,0.025865879452088
778,0.9151287251,0.063925072206881
779,0.9229446341,0.111972212276909
780,0.9202366591,0.120314413443261
781,0.9133447984,0.088200817730083
782,0.9043096589,0.054846003546876
783,0.8951975153,0.026863790612301
784,0.8846992993,0.008855632197765
785,0.9236120024,0
786,0.9430811879,0
787,0.9258964552,0
788,0.8821324983,0
789,0.8565414923,0
790,0.8508431941,0
791,0.8050129623,0
792,0.7717728894,0
793,0.747465284,0
794,0.7291639929,0
795,0.7187941169,0
796,0.7208732257,0
797,0.739777715,0
798,0.8055776586,0
799,0.8919120101,0
800,0.9131779563,0.000379739979171
801,0.9167714777,0.016975576070578
802,0.9257937832,0.08321188832742
803,0.9276418799,0.281849352911345
804,0.9188377525,0.25894376811218
805,0.9011653277,0.175902504746615
806,0.8837110809,0.164537267842824
807,0.8714802741,0.211257378992602
808,0.8652044457,0.133651829201248
809,0.9074924921,0
810,0.9207115172,0
811,0.8924767063,0
812,0.8498934778,0
813,0.8263815806,0
814,0.8278703252,0
815,0.7923843014,0
816,0.7547549988,0
817,0.7248517672,0
818,0.7020842424,0
819,0.6884673631,0
820,0.6783413332,0
821,0.6541749018,0
822,0.6265561231,0
823,0.6615929567,0
824,0.7131214867,0.000158959250622
825,0.7596447547,0.00424188566865
826,0.7883415899,0.012884737480337
827,0.798968146,0.011598415717811
828,0.7847352345,0.015463676983949
829,0.7607356452,0.02063261532095
830,0.7378782823,0.023567934702912
831,0.7322698221,0.011491314504598
832,0.7297286891,0.002259398819853
833,0.7851715906,0
834,0.8101080623,0
835,0.7827074617,0
836,0.7357221695,0
837,0.7195128212,0
838,0.7429990503,0
839,0.7213994199,0
840,0.6962704382,0
841,0.6642752637,0
842,0.6428039734,0
843,0.6306116687,0
844,0.6194845864,0
845,0.5959726892,0
846,0.5498729434,0
847,0.5616032239,0
848,0.6040709464,6.7339529162647E-05
849,0.6525706512,0.00146980316841
850,0.6870684566,0.002087222160228
851,0.7194871532,0.004703081984618
852,0.7078467106,0.003006801122691
853,0.6795605637,0.003112508724703
854,0.6633512154,0.004744206814208
855,0.6522498011,0.005459570119325
856,0.6558946585,0.001143135040912
857,0.7169203522,0
858,0.7699247927,0
859,0.7582201802,0
860,0.7287276367,0
861,0.7265715239,0
862,0.7533304243,0
863,0.7156754537,0
864,0.6892502374,0
865,0.6688441695,0
866,0.6542262378,0
867,0.6490541338,0
868,0.6556636464,0
869,0.6901742858,0
870,0.780833697,0
871,0.8701198696,0
872,0.8946071511,0.000457384793055
873,0.9026155702,0.004073217260254
874,0.9133062964,0.007893822673863
875,0.925344593,0.011916165380222
876,0.9211735414,0.01291176539666
877,0.915013219,0.010810429073673
878,0.90719731,0.010884273856872
879,0.8967119279,0.005742697124025
880,0.8855976796,0.00148529060416
881,0.9079545163,0
882,0.9423753176,0
883,0.9178495341,0
884,0.8721989784,0
885,0.8490079314,0
886,0.8363664365,0
887,0.7856207808,0
888,0.747426782,0
889,0.7252752894,0
890,0.718960959,0
891,0.7122744424,0
892,0.7180240766,0
893,0.7401113992,0
894,0.8192202059,0
895,0.9010113196,0
896,0.9305423651,0.00787729081986
897,0.9340973844,0.063987560959911
898,0.9444030904,0.298215522919475
899,0.9564670551,0.738362074301692
900,0.9514874612,0.789287006801351
901,0.9472137375,0.766016157135065
902,0.9393593265,0.654155889805034
903,0.92783439,0.442577997219553
904,0.9147950409,0.145845633883804
905,0.9348417567,0
906,0.9493056803,0
907,0.9171693319,0
908,0.868515619,0
909,0.8410380143,0
910,0.8276008111,0
911,0.7718498935,0
912,0.7285736287,0
913,0.7028542827,0
914,0.6860674042,0
915,0.6861187402,0
916,0.6951667137,0
917,0.7240688929,0
918,0.7997766883,0
919,0.8821966683,0
920,0.9096486049,0.005998864656456
921,0.9155009112,0.018448946501647
922,0.930362689,0.063605250956474
923,0.9412844272,0.508129968184001
924,0.9307862111,0.78112856779913
925,0.9258579532,0.75477571499219
926,0.9160784414,0.634498267192322
927,0.9034882826,0.442010462977149
928,0.8876126184,0.197122515117937
929,0.9210452014,0
930,0.9517954773,0
931,0.9309787212,0
932,0.8841987731,0
933,0.8656536359,0
934,0.8528452989,0
935,0.8049359583,0
936,0.7692445905,0
937,0.7450139891,0
938,0.7275854103,0
939,0.7237993788,0
940,0.7287533048,0
941,0.7512898175,0
942,0.8194255499,0
943,0.8939012808,0
944,0.9099822891,0.092751691398822
945,0.9154367412,0.376383297733021
946,0.9265253215,0.600937498961494
947,0.9369336995,0.746006232185261
948,0.9321979517,0.752350885653818
949,0.9280012321,0.710915632321059
950,0.917490182,0.584271662872581
951,0.9080828563,0.404114315904143
952,0.8905644395,0.140577605400937
953,0.9145383608,0
954,0.9440822403,0
955,0.9177211941,0
956,0.8707102338,0
957,0.847917041,0
958,0.8380348572,0
959,0.7870068534,0
960,0.7482353243,0
961,0.7256474756,0
962,0.7090274391,0
963,0.7008008419,0
964,0.7097718114,0
965,0.7322441541,0
966,0.796273005,0
967,0.8746246054,0
968,0.8993428989,0.006883164649055
969,0.9043609949,0.012031858434611
970,0.9128827742,0.070527006910947
971,0.922764958,0.209339139571298
972,0.9142560127,0.068477566299755
973,0.8971354501,0.043420814740063
974,0.8815806361,0.028527226575427
975,0.8670140404,0.046426449983858
976,0.8584280911,0.050165061282847
977,0.8925280423,0
978,0.914884879,0
979,0.8828512025,0
980,0.832516235,0
981,0.8120331631,0
982,0.8089786699,0
983,0.7692959265,0
984,0.7328986884,0
985,0.7038168331,0
986,0.6853230319,0
987,0.6769039246,0
988,0.6698965579,0
989,0.64949049,0
990,0.6266716291,0
991,0.6575630791,0
992,0.7033163069,0.001440983410449
993,0.7490310326,0.007787627609998
994,0.7686028902,0.009025120446497
995,0.7836956801,0.014122909916559
996,0.7728766139,0.026342093185036
997,0.7470289278,0.031608043391458
998,0.7256988116,0.027270228602009
999,0.7174593804,0.019495478770829
1000,0.7157909597,0.004376504498972
1001,0.762827588,0
1002,0.8086321517,0
1003,0.7838368541,0
1004,0.7347082831,0
1005,0.7212967479,0
1006,0.7365435458,0
1007,0.7064349701,0
1008,0.6684591494,0
1009,0.6411483868,0
1010,0.6255037347,0
1011,0.616083575,0
1012,0.6068430915,0
1013,0.5839215586,0
1014,0.5422880464,0
1015,0.551644036,0
1016,0.592892528,0.037034512646269
1017,0.6414820709,0.1772792364364
1018,0.6747606458,0.205049658414776
1019,0.7080007187,0.160014408890042
1020,0.6915218563,0.302119874097574
1021,0.6605405683,0.253390712803608
1022,0.6402628404,0.157148366536272
1023,0.6321517493,0.079760743532827
1024,0.6341795221,0.032556216503917
1025,0.6926897508,0
1026,0.760183783,0
1027,0.7548705049,0
1028,0.7257886496,0
1029,0.7183064247,0
1030,0.7442696168,0
1031,0.7058446059,0
1032,0.6736055854,0
1033,0.6507097205,0
1034,0.6403013424,0
1035,0.6385944198,0
1036,0.6500680202,0
1037,0.6847198337,0
1038,0.7745963705,0
1039,0.8574270387,0
1040,0.8799763854,0.00856117609456
1041,0.8858286917,0.025927254295504
1042,0.8896788932,0.049073349605504
1043,0.9000231012,0.092034857111976
1044,0.8903462615,0.117358647197977
1045,0.8833388947,0.101580377136649
1046,0.8697348495,0.077222758085743
1047,0.8586334351,0.119544514266773
1048,0.8388690675,0.037296738960345
1049,0.8726738366,0
1050,0.9317102595,0
1051,0.9095844349,0
1052,0.8653584538,0
1053,0.8348905259,0
1054,0.8198619061,0
1055,0.7699761288,0
1056,0.729472009,0
1057,0.7103365076,0
1058,0.6942169974,0
1059,0.6872609667,0
1060,0.6964116122,0
1061,0.7174337124,0
1062,0.7908185528,0
1063,0.8688749711,0
1064,0.8899612413,0.020045735749239
1065,0.8935290947,0.06617342056476
1066,0.9025000642,0.166819001603389
1067,0.9138196566,0.304442837191083
1068,0.9032444365,0.304892609748121
1069,0.8990862188,0.177041215380329
1070,0.8902179214,0.089717519982001
1071,0.8768320542,0.029449616727405
1072,0.8605713699,0.008573106167168
1073,0.8876896224,0
1074,0.9305423651,0
1075,0.9103159732,0
1076,0.8598013296,0
1077,0.8303986242,0
